temp_id,folio,witness,exact_italian,literal_english,topic,status
"MI_REC_27_36_IMG01","FOLIO_PENDING","Leonardo Interactivo BNE","Fondamento dell rote di quessto charro e del loro sito.","Foundation of the wheels of this cart and of their position.","Cart wheel geometry","RECOVERED"
"MI_REC_27_36_IMG02","FOLIO_PENDING","Leonardo Interactivo BNE","Questo movimento è di natura che va inna[n]zi e poi ritorna indirieto, e ancora volta intorno.","This movement is of a nature that goes forward and then returns backward, and again turns around.","Reciprocating + rotary motion","RECOVERED"
"MI_REC_27_36_IMG02","FOLIO_PENDING","Leonardo Interactivo BNE","E cquessto solo achade al rochetto m, che ssi volta nell'anello b. Il quale anello è ssosspinto innanzi e indirieto dalla rota r.","And this only happens to the pinion m, which turns in the ring b. Which ring is pushed forward and backward by the wheel r.","Ring-pinion reciprocating drive","RECOVERED"
"MI_REC_27_36_IMG02","FOLIO_PENDING","Leonardo Interactivo BNE","E hesso rochetto è inpolato sopra un ferro quadro e llungo, che hentra per la canna quadra n o, come vedi.","And this pinion is set on a square and long iron, which enters through the square tube n o, as you see.","Square-section shaft","RECOVERED"
"MI_REC_27_36_IMG02","FOLIO_PENDING","Leonardo Interactivo BNE","Quessto è il modo chome si ferma il polo della rota r.","This is the way in which the pole of wheel r is fixed.","Wheel-pole fixing","RECOVERED"
"MI_REC_27_36_IMG02","FOLIO_PENDING","Leonardo Interactivo BNE","E ssimilemente, questi qui di sotto son tutti i pezi qui di sopra.","And similarly, these here below are all the parts shown above.","Parts correspondence","RECOVERED"
"MI_REC_27_36_IMG03","FOLIO_PENDING","Leonardo Interactivo BNE","Quessto isstrumento per voltare il manicho f, manda inanzi e ffa tornare indirieto l'asste m n.","This instrument, by turning the handle f, sends the shaft m n forward and makes it return backward.","Handle-driven shaft reciprocation","RECOVERED"
"MI_REC_27_36_IMG03","FOLIO_PENDING","Leonardo Interactivo BNE","Adoperalo hora tu a' tua propositi, che ffa bene.","Use it now for your purposes, it works well.","Practical instruction","RECOVERED"
"MI_REC_27_36_IMG03","FOLIO_PENDING","Leonardo Interactivo BNE","E lla cinghia che move tale asste hè fferma infra ll'una roccha e ll'altra dirieto, inchiodata sul subbio di dette rocche.","And the belt that moves that shaft is fixed between one spindle and the other behind, nailed on the axle of said spindles.","Belt-fixed shaft drive","RECOVERED"
"MI_REC_27_36_IMG03","FOLIO_PENDING","Leonardo Interactivo BNE","Questo hè il migliore moto che ssia infra i moti doppi, inperoché ssenpre, in ogni sua parte, fia hequale.","This is the best motion that exists among double motions, because it will always be equal in every part of it.","Double motion — best type","RECOVERED"
"MI_REC_27_36_IMG03","FOLIO_PENDING","Leonardo Interactivo BNE","E ssapi che lla rota grande che move le due rocche hè apunto meza dentata, chon 12 denti che movano tali roche.","And know that the large wheel that moves the two spindles is exactly half-toothed, with 12 teeth that move such spindles.","Half-toothed driving wheel","RECOVERED"
"MI_REC_27_36_IMG03","FOLIO_PENDING","Leonardo Interactivo BNE","E anchora ciasscuna d'esse 2 roche sono fatte di 12 fuselli ciascuna per sé.","And also each of those 2 spindles is made of 12 rods each by itself.","12-rod spindle construction","RECOVERED"
"MI_REC_27_36_IMG03","FOLIO_PENDING","Leonardo Interactivo BNE","Ma guarda tu conponitore di sstrumenti, che mai tu non faci tali menbri in lochi ch'elli abino a hessere troppo veloci, perché nel pigliare fuga overo inpito per un verso, e che ssubito essa rota avesi a ritornare indirieto, ella anderebbe a ppericholo di ronpere i sua denti.","But you, maker of instruments, take care never to place such members in positions where they must be too fast, because in taking flight or impetus in one direction, and the wheel suddenly having to return backward, it would be in danger of breaking its teeth.","Speed-limit safety warning","RECOVERED"
"MI_REC_27_36_IMG03","FOLIO_PENDING","Leonardo Interactivo BNE","E puossi ancora 'n iscanbio dell'asste che va in qua he in là, fare chon una schaletta di ferro, come qui si dimosstra, e ffia più etterno e men variabile.","And one can also, instead of the shaft that goes this way and that, make it with a small iron rack, as is shown here, and it will be more durable and less variable.","Iron rack alternative to shaft","RECOVERED"
"MI_REC_27_36_IMG04","FOLIO_PENDING","Leonardo Interactivo BNE","Horilogo","Clock","Clock label","RECOVERED"
"MI_REC_27_36_IMG04","FOLIO_PENDING","Leonardo Interactivo BNE","Chontrapeso, il quale 'n un braccio di moto disvolgie d'in sul subbio braccia 16 di chorda.","Counterweight, which in one arm of motion unwinds from the axle 16 braccia of cord.","Counterweight cord geometry","RECOVERED"
"MI_REC_27_36_IMG04","FOLIO_PENDING","Leonardo Interactivo BNE","Moto traversale, che va he ttorna, chol moto d'una sola rota, che sempre volta per uno solo verso.","Transverse motion, that goes and returns, with the motion of a single wheel, that always turns in one direction only.","Single-wheel transverse reciprocation","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","Modo di sperimentare una misura di pionbo quante misure simile d'acqua voglia per suo equal peso.","Method of testing how many similar measures of water a measure of lead requires for its equal weight.","Lead-water equivalence experiment","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","Forma da ffare il boctino, cioè, l'armadura de'fili che llo c[i]rchundano, cioè, fili di ferro. I quali fieno tagliati nel locho m n e ppoi saldati e apichati a uno budello grosso di bo, in figura cholomnale e apichati con vernice, cholla vicinità che a tte parà.","Form for making the piston, that is, the armature of the wires that surround it, that is, iron wires. Which shall be cut at the place m n and then soldered and attached to a thick gut of bo, in columnar form and attached with varnish, with the proximity that seems right to you.","Piston armature construction","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","Strumento da vedere una libra di pionbo quante volte sé medesimo leva in soma d'acqua.","Instrument to see how many times one pound of lead lifts itself in sum of water.","Lead displacement instrument","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","Cioè, diciamo, una misura di pionbo quante misure d'acqua spignie fori del suo livello, levandole in alto.","That is, let us say, a measure of lead how many measures of water it drives out of its level, raising them upward.","Displacement measurement","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","E prima farai il bottino, el pionbo e lla channa d'equal grosseza, e nota quante volte l'alteza del piobo entra nella alteza dell'acqua che ssi levò sopra il livello dell'acqua del bottino.","And first you shall make the piston, the lead and the tube of equal thickness, and note how many times the height of the lead enters into the height of the water that rose above the level of the water of the piston.","Equal-section height measurement","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","Di poi la cana per metà. Di poi la cana per quarto. Di poi la canna e 'l bottino equali e 'l pionbo per metà.","Then the tube by half. Then the tube by quarter. Then the tube and the piston equal and the lead by half.","Sequential dimension ratios","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","Di poi il [p]ionbo per lo quarto sempre cressciendo per lungeza quello che mancha in grosseza.","Then the lead by the quarter, always increasing in length that which it lacks in thickness.","Lead cross-section compensation","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","Oltre a di questo, fa in pionbo più largo che 'l bottino e lla chana.","Beyond this, make the lead wider than the piston and the tube.","Wide-lead variant","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","E chosi notando ogni qualità potrai poi giustamente giudicare la potentia d'ogni strumento aquaticho.","And thus noting every quality you will then be able justly to judge the power of every hydraulic instrument.","Hydraulic instrument evaluation","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","Richordati di sperimentare in questo chaso il peso d'ogni qualità di metallo, pietra e terra e ssilmilemente legnio.","Remember to test in this case the weight of every kind of metal, stone and earth and similarly wood.","Multi-material displacement test","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","E 'l simile farai nel bottino con argiento vivo e ogni corpo liquido atto a elevarsi.","And the same you shall do in the piston with mercury and every liquid body apt to rise.","Mercury variant","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","Se volli vedere una misura di pionbo quante misure d'acqua voglia per suo chontrappeso, farai in questo modo: fa ttorniare uno pezo di pionbo grosso un'oncia.","If you want to see how many measures of water a measure of lead requires for its counterweight, do it in this way: have a piece of lead one ounce thick turned.","Lead counterweight protocol","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","equesto ungni con sapone e tuffa 5 o 6 volte 'n un bagnio di ciera, i'modo li faci u[n]a coverta soda e d'eguale alteza al pionbo.","And grease this with soap and dip 5 or 6 times in a wax bath, in such a way that you make a solid coat of equal height to the lead.","Wax-coat protocol","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","Di poi trai fora il pionbo e ffa tante misure d'acqua o vino, ch'elle stieno in bilancia chol detto pionbo.","Then withdraw the lead and make as many measures of water or wine as shall balance with the said lead.","Balance equivalence test","RECOVERED"
"MI_REC_27_36_IMG05","FOLIO_PENDING","Leonardo Interactivo BNE","E cosi farai bona e vera regola sempre sbattendo de'pesi della cera.","And thus you shall make a good and true rule, always subtracting the weight of the wax.","Wax-weight subtraction rule","RECOVERED"
"MI_REC_27_36_IMG06","FOLIO_PENDING","Leonardo Interactivo BNE","Il tirare d'ogni peso sopra le rote debbe essere tirato per la linia del cientro d'eese rote, cioè, che 'l giogo de'boi debbe essere alto quanto el centro della rota, he meglio sarebbe se esso tirare capitassi al cientro del peso che ffano i boi ne'loro cinarsi al tirare del peso.","The pull of every weight over the wheels must be pulled along the line of the centre of those wheels, that is, the yoke of the oxen must be as high as the centre of the wheel, and it would be better if the pull reached the centre of weight that the oxen make in inclining themselves to the pull of the weight.","Load-pull through wheel-centre law","RECOVERED"
"MI_REC_27_36_IMG06","FOLIO_PENDING","Leonardo Interactivo BNE","a m son due femmine della vite, de le quali la inferiore hè mobile e ll'altra no.","a m are two nuts of the screw, of which the lower is mobile and the other is not.","Dual-nut screw — one mobile","RECOVERED"
"MI_REC_27_36_IMG06","FOLIO_PENDING","Leonardo Interactivo BNE","E ricievano varie potentie dalla vite varia che dentro vi passa.","And they receive various powers from the varied screw that passes within.","Variable-pitch power variation","RECOVERED"
"MI_REC_27_36_IMG07","FOLIO_PENDING","Leonardo Interactivo BNE","Qui uno huomo, overo diremo dua homini, i quali adoperino eguale forza ed eguale presteza ne'lor moti.","Here one man, or let us say two men, who use equal force and equal speed in their motions.","Mechanical equivalence — two men","RECOVERED"
"MI_REC_27_36_IMG07","FOLIO_PENDING","Leonardo Interactivo BNE","E lli sstrumenti da tali homini mossi sieno vari.","And the instruments moved by such men be various.","Varied instruments, equal input","RECOVERED"
"MI_REC_27_36_IMG07","FOLIO_PENDING","Leonardo Interactivo BNE","Cioè, che ll'uno homo tiri il suo peso cholla vite sanza fine di m, e ll'altro cholla rota n.","That is, that one man pulls his weight with the endless screw of m, and the other with the wheel n.","Worm screw vs wheel — equivalence test","RECOVERED"
"MI_REC_27_36_IMG07","FOLIO_PENDING","Leonardo Interactivo BNE","E sse dimostra che chiasscuno, adoperando un'ora di tenpo con 25 libre di forza e con egual presteza, e che ciasscuno, in capo dell'ora si truovi chol suo peso all'alteza dove s'a a conducere.","And it is shown that each, using one hour of time with 25 pounds of force and with equal speed, and that each, at the end of the hour finds himself with his weight at the height where it is to be brought.","Equal work in equal time — equivalence proof","RECOVERED"
"MI_REC_27_36_IMG07","FOLIO_PENDING","Leonardo Interactivo BNE","Cioè, che sse tali omini anno a condurre a una alteza di 100 braccia, 100.000 libre di peso, e che ne tochi 50 mila libre per ciasscuno homo, e che llo strumento di m conduca le sua in una volta, e llo strumento n in 10 volte, che lla decima volta di n si trovi all'alteza delle 100 braccia, insieme con m.","That is, that if such men have to bring to a height of 100 braccia 100,000 pounds of weight, and that there falls 50,000 pounds for each man, and that the instrument of m brings its in one turn, and instrument n in 10 turns, that the tenth turn of n finds itself at the height of 100 braccia, together with m.","Conservation law: 1 turn worm = 10 turns wheel for equal work","RECOVERED"
"MI_REC_27_36_IMG07","FOLIO_PENDING","Leonardo Interactivo BNE","E ttroverai essere eguali.","And you will find them to be equal.","Equivalence confirmed","RECOVERED"
"MI_REC_27_36_IMG08","f.35v–f.36r","Leonardo Interactivo BNE screenshot","FIGURES ONLY","Figures only; no prose in supplied screenshot.","Figure witness layer","FIGURES_ONLY"
"MI_REC_27_36_IMG09","FOLIO_PENDING","Leonardo Interactivo BNE","Mo[do] di caricare senprice le cose grave sopra de'charri.","Method of loading heavy things simply onto carts.","Simple heavy-load method","RECOVERED"
"MI_REC_27_36_IMG09","FOLIO_PENDING","Leonardo Interactivo BNE","E ffassi in questa forma apresso de'lonnbardi, come se 'l peso fussi una bonbarda o altra cosa grave, posta al principio del r s, nel locho m.","And it is done in this form among the Lombards, as if the weight were a cannon or other heavy thing, placed at the beginning of r s, at place m.","Lombard method — cannon loading","RECOVERED"
"MI_REC_27_36_IMG09","FOLIO_PENDING","Leonardo Interactivo BNE","E ssia attachato la chorda alla charena del charro in p, e discienda al peso m e llo circundi in parte, come vedi.","And let the cord be attached to the underframe of the cart at p, and descend to the weight m and surround it in part, as you see.","Cord from cart underframe to weight","RECOVERED"
"MI_REC_27_36_IMG09","FOLIO_PENDING","Leonardo Interactivo BNE","E di poi si diriai ai giochi de'boi in n, dove tirata quasi all'ultimo del trave r s, alzerai la testa d'esso trave in r.","And then direct it to the yoke of the oxen at n, where pulled almost to the last of the beam r s, you will raise the head of that beam at r.","Oxen pull raises beam head","RECOVERED"
"MI_REC_27_36_IMG09","FOLIO_PENDING","Leonardo Interactivo BNE","E parte farai tirare co'boi.","And in part you will have the oxen pull.","Oxen share of pull","RECOVERED"
"MI_REC_27_36_IMG09","FOLIO_PENDING","Leonardo Interactivo BNE","Allora la bonbarda fia condotta al mezo il charro e tal carro si dirizerà avendo il peso in mezzo.","Then the cannon will be brought to the middle of the cart and that cart will straighten having the weight in the middle.","Cannon centred — cart balances","RECOVERED"
"MI_REC_27_36_IMG09","FOLIO_PENDING","Leonardo Interactivo BNE","Apresso de'giermani si usa charichare i charri in quessta forma, sanza piegare altrementi i carri.","Among the Germans it is customary to load carts in this form, without bending the carts in any other way.","German method: no cart bending","RECOVERED"
"MI_REC_27_36_IMG09","FOLIO_PENDING","Leonardo Interactivo BNE","Ma il modo lonbardo, avendo più forte rote ne'lor carri, hè assai migliore, perché il peso a minor montata nel piegare del carro che none a llassciare stare il charro in piedi.","But the Lombard method, having stronger wheels in their carts, is much better, because the weight has less of a rise in bending the cart than in letting the cart stand upright.","Lombard method: stronger wheels, less rise — better","RECOVERED"
"MI_REC_27_36_IMG10","FOLIO_PENDING","Leonardo Interactivo BNE","Movimenti facti chon tardità di tenpo","Movements made with slowness of time","Section heading: slow-time motions","RECOVERED"
"MI_REC_27_36_IMG10","FOLIO_PENDING","Leonardo Interactivo BNE","Se volterai il manico o p per un solo verso, la sscaletta m n anderà ora in qua he ora in là.","If you turn the handle o p in one direction only, the ratchet m n will go now this way and now that way.","Single-direction handle — alternating ratchet","RECOVERED"
"MI_REC_27_36_IMG10","FOLIO_PENDING","Leonardo Interactivo BNE","E cquessto acade perché il cierchio di mezo alla rota dentata è sollamente dentato la metà, con 6 denti.","And this happens because the circle in the middle of the toothed wheel is only toothed half, with 6 teeth.","Half-toothed wheel — alternating drive","RECOVERED"
"MI_REC_27_36_IMG10","FOLIO_PENDING","Leonardo Interactivo BNE","E lla rocha che da tale meza rota dentata fia voltata, sarà con 6 fuselli.","And the spindle that will be turned by that half-toothed wheel, will have 6 rods.","6-rod spindle matching","RECOVERED"
"MI_REC_27_36_IMG10","FOLIO_PENDING","Leonardo Interactivo BNE","Ma sappi che tale rocha sta meglio più corta e non dimezata.","But know that such a spindle is better shorter and not halved.","Spindle length rule","RECOVERED"
"MI_REC_27_36_IMG10","FOLIO_PENDING","Leonardo Interactivo BNE","Quessto fa il medesimo ofitio che quello di sopra.","This does the same office as the one above.","Functional equivalence — second mechanism","RECOVERED"
"MI_REC_27_36_IMG10","FOLIO_PENDING","Leonardo Interactivo BNE","Conciosiaché la channa o p si mova in qua he in là, su la lungeza del masscio f t, come fa per sé la sschaletta di sopra m n.","Since the tube o p moves this way and that, along the length of the solid f t, as the ratchet m n above does by itself.","Tube-motion equivalence to ratchet","RECOVERED"
"MI_REC_27_36_IMG10","FOLIO_PENDING","Leonardo Interactivo BNE","Questi due moti di sopra sono hequali per potentia chome per movimento.","These two motions above are equal in power as in movement.","Two mechanisms equal in power and motion","RECOVERED"
"MI_REC_27_36_IMG11","FOLIO_PENDING","Leonardo Interactivo BNE","Guarda quanto questa potentia si va variando nel fare il suo moto.","Observe how much this power goes varying in making its motion.","Variable power during motion","RECOVERED"
"MI_REC_27_36_IMG11","FOLIO_PENDING","Leonardo Interactivo BNE","Vedi la lieva s a, che ss'è acressciuta da s b, come si mostra quand'è giunta a la linia s n.","See the lever s a, which has grown from s b, as is shown when it arrives at the line s n.","Lever growth from s b to s n","RECOVERED"
"MI_REC_27_36_IMG11","FOLIO_PENDING","Leonardo Interactivo BNE","Questo moto sarà hequale nel movimento ma fortemente disequale nella potentia del suo motore.","This motion will be equal in movement but strongly unequal in the power of its mover.","Equal motion — unequal power","RECOVERED"
"MI_REC_27_36_IMG12","FOLIO_PENDING","Leonardo Interactivo BNE","Questo modo è ssimile a cquello delle lieve che qui hè a risscontro in pari numero di asste.","This mode is similar to that of the levers which here corresponds in equal number of shafts.","Lever analogy — equal shaft count","RECOVERED"
"MI_REC_27_36_IMG12","FOLIO_PENDING","Leonardo Interactivo BNE","E non ci fo altro divario sennonché quessto, per essere fatto chon rote dentate cholle sue rochette, esso a chontinuatione nel suo moto, della qual cosa lo sstrumento delle lieve senpli è privato.","And there is no other difference but this, that being made with toothed wheels with their pinions, it has continuity in its motion, of which thing the simple lever instrument is deprived.","Gear continuity vs lever discontinuity","RECOVERED"
"MI_REC_27_36_IMG12","FOLIO_PENDING","Leonardo Interactivo BNE","Se ttu multiplichi qui il numero delle rotelle over girelle per lo numero delle libre che pesa il chontrappeso f, tu troverai il peso m n, il quale starà in equilibra chol peso f e ffia 33 libre.","If you multiply here the number of small wheels or pulleys by the number of pounds that the counterweight f weighs, you will find the weight m n, which will be in equilibrium with the weight f and will be 33 pounds.","Pulley multiplication law","RECOVERED"
"MI_REC_27_36_IMG12","FOLIO_PENDING","Leonardo Interactivo BNE","E infra tirari conpossti questo hè il più debole e di mancho valitudine e ssolo si pò laldare per essere assai sichuro, perché non è sottopossto a denti di rote, chome gli altri, benché lo sstrumento qui di sopra, anchora lui si possa fare con chorde he ffia anchora lui sichuro.","And among composite pulls this is the weakest and of least force and can only be praised for being very safe, because it is not subject to teeth of wheels, as the others are, although the instrument above can also be made with cords and will also be safe.","Pulley block: weakest but safest","RECOVERED"
"MI_REC_27_36_IMG13","FOLIO_PENDING","Leonardo Interactivo BNE","Qui si dimanda per quale linia il moto di quessta antenna fia più facile al suo motore ho per la linia equidiacente f m, hopur per la linia obbliqua n m, ho voi in qualunque grado infra l'un e ll'altra linia.","Here is asked by which line the motion of this antenna will be easier for its mover, whether by the equidistant line f m, or by the oblique line n m, or you wish in any degree between one and the other line.","Equidistant vs oblique pull — problem posed","RECOVERED"
"MI_REC_27_36_IMG13","FOLIO_PENDING","Leonardo Interactivo BNE","Chiaro si dimosstra per la 60ª del 7°, che lla chorda equidiacente sente men faticha del peso da llei mosso che per qualunque linia hesso peso fussi tirato.","It is clearly shown by the 60th of the 7th, that the equidistant cord feels less effort of the weight moved by it than by any line along which that weight were pulled.","Citation: 60th of the 7th — equidistant cord least effort","RECOVERED"
"MI_REC_27_36_IMG13","FOLIO_PENDING","Leonardo Interactivo BNE","Inperoché la chorda equidiacente f m solamente hè affatichata dalla chonfregatione che ffa hesso peso cholla terra donde si move.","Because the equidistant cord f m is only fatigued by the friction that that weight makes with the ground from which it moves.","Equidistant cord: friction only load","RECOVERED"
"MI_REC_27_36_IMG13","FOLIO_PENDING","Leonardo Interactivo BNE","E cquanto esso moto la detta chonfregatione s'allegierisscie in n, tanto cresscie in m, in modo che ssenpre hè d'equal faticha alla corda f m, né mai cresscie o diminuisscie, i'nessun grado di moto la faticha d'essa confrichatione.","And as much as that motion the said friction lightens in n, so much grows in m, in such a way that it is always of equal effort to the cord f m, nor does the effort of that friction ever grow or diminish in any degree of motion.","Friction constant along equidistant line","RECOVERED"
"MI_REC_27_36_IMG13","FOLIO_PENDING","Leonardo Interactivo BNE","La qual chonfregatione è molto minore che non è il peso del trave, chome nel 5° del 9° dimostrai.","Which friction is much less than the weight of the beam, as I showed in the 5th of the 9th.","Citation: 5th of the 9th","RECOVERED"
